text,label
"চশমিস মানুষগুলা, চশমা পরে আর চশমা ছাড়া। ",Neutral
"শীতকালে প্রসাব করার ৩ সেকেন্ড পর প্রসাব, আমি চলে এসেছি। ",Neutral
চোখে জল এনে দিলি ভাই। জল ধরে রাখতে পারলাম না। ,Neutral
"ছাইড়া দেন ভাই, আর করবো না। ",Personal
"সিগারেট এর ধোয়া নিঃশব্দে পুড়িয়ে ছিল বুক, মনে হয় হয়ত করেছিল প্রেমের দুরুহ অসুখ। ",Personal
ভারত কখনো মুসলমানদের ভালো চায় নি। ,Geopolitical
"মগের মুল্লুক আর কাকে বলে? যে চোর ধরল, তাকেই চোর বলে ফাঁসি দিল। ",Geopolitical
"ওজন যত, ছাড় তত! এই লোকরে তো শুধু ছাড় দিলে হবে না, অতিরিক্ত টাকা ফেরত দেয়া লাগবে। ",Neutral
আওয়ামীলীগ ও জয়ের ৩শ মিলিয়ন ডলারের লেনদেন কারচুপি: মার্কিন প্রতিবেদন।,Geopolitical
"গার্লফ্রেন্ড যখন রুমডেট যেতে রাজি হয় না তখন ফাকবয়, তাইলে তোমারে দিয়ে আমার কি বালের কাম? ",Personal
ইতিহাসে কুখ্যাত অত্যাচারী দেবী সিংহ। ,Personal
"গেমিং বাবা , এখানে গেম এর আসক্তি ছাড়ানো হয়। ",Personal
গবেষণায় দেখা গেছে ছেলেরা মেয়েদের থেকে বেশি ঝগড়া করে। ,Neutral
আওয়ামীলীগ ক্ষমতায় এসে পাট নিয়ে কাজ করার কথা বলে সব পাট কল বন্ধ করে দিয়েছে।,Geopolitical
"মেয়েরা যখন তার মায়ের শাড়ি পরে,আর ছেলেরা যখন বাবার জামা পরে। ",Neutral
"হায়রে দুনিয়া, ক্ষমতার জোরে জেল থেকে বের হচ্ছে দিহান, কে এই প্রভাবশালী দিহান? ",Personal
আমি এখন বিরাট কুলী। ,Neutral
"যখন আম্মু দেখে আমি ৭ দিন না ঘুমিয়ে শুকিয়ে যাচ্ছি আর খাওয়া দাওয়া ছেড়ে দিছি, তখন আম্মু। ",Neutral
"পরীক্ষা হলে বসে,  কোনটা অল্পপ্রাণ ধ্বনি আর কোনটা মহাপ্রাণ ধ্বনি, সেটা বুঝার চেষ্টা করছি। ",Neutral
আবেগে কাইন্দালছি। আবেগ আর ধরে রাখতে পারলাম না। ,Neutral
"পুলিশের গুলি কেড়ে নিল দুই ইমামের পা, কি অপরাধ তাদের? ",Personal
"পুলিশের সঙ্গে বিএনপি নেতাকর্মীদের সংঘর্ষ, অগ্নিসংযোগ।",Geopolitical
"সুন্দর সারপ্রাইজ দেখার আশায় যখন বাইর গিয়ে দেখি একটা নতুন রিকশা দাঁড় করানো রয়েছে, তখন আমি, এটা তোমরা করতে পারলে? ",Neutral
"দোস্ত আজ স্কুলে যামু না, তখন বন্ধু যখন বলে, আমিও যামু না। কি মিল! কি মহব্বত। ",Neutral
"ফেসবুকজুড়ে সুকৌশলে সাম্প্রদায়িক উসকানি, একের পর এক প্রতিমা ভাঙ্গচুর। এগুলো কি ৫৭ ধরার অপরাধ নয়? ",Religious
যখন ফেন্ড সার্কেল এ একজন ফেল করার পর সব বন্ধুরা সান্ত¡না দিতে যায়। ,Neutral
কেউ আমারে মাইরালা। আমি আর বাচতে চাই না। ,Neutral
"যখন রেজাল্ট দেয়ার পর জানতে পারি যে আমি ও আমার বন্ধুরা সবাই একটা না একটা বিষয়ে ফেল করেছি, তখন আমি ও আমার বন্ধুরা। ",Neutral
আমার জীবনের গল্পটা একই আছে। ,Neutral
"বাচ্চারা যখন ছোট, আর মা যখন বৃদ্ধ। ",Neutral
"বেনজির আক্রমন মোদী মমতাকে, একদম ধুয়ে দিলেন। ",Political
খালেদা জিয়া এতই গরীব যে এতিমদেরে টাকা মেরে দিয়েছে। চুপ থাক বেয়াদ্দব। ,Political
যখন তোমার অজান্তেই কেউ তোমার বাঁড়া টিপে ধরে। ,Personal
দিহানের ভাইয়ের বিরুদ্ধেও উঠেছিল স্ত্রী হত্যার অভিযোগ। ,Personal
আমার মা বেঁচে থাকুক হাজার বছর। ,Neutral
ওরা কারা? যারা পলিথিনের গিট্টু খুলতে না পেরে পলিথিন টাকেই ছিড়ে ফেলে। ,Neutral
ছবি দেখে বাংলা চলচ্চিত্রের শুটিং মনে হলেও বাস্তবতা হলো এ সব ছবি ছাত্রলীগ নেতা সজীবের অস্ত্র প্রশিক্ষণ ক্যাম্পের। ,Geopolitical
"যখন শুনতে পাই, কুদ্দসরে নাকি একটা সন্তানও হয়ে গেছে,  তখন আমি আমার ভাগ্য কে বলি, ভালো থকেো, সুখে থকেো, মনে রখেো এই আমারে।  ",Neutral
"আরেকটু জোরে চালাও চান্দু, তোমার নাম মরহুম এর খাতায় লিখে ফেলেছি। ",Neutral
"আসেন একটু দুধ খাই, এই নে খা। বড়ই অপমানিত হলাম। ",Personal
দালালী করার জায়গা পাও না। চুদেই মেরে ফেলবো তোমায়।,Personal
"বাবু, বাল ছিড়ছো? বাল ছিড়ে সবগুলো একত্র করে রাখো। ",Personal
ফালতু নাঁচ দেখিয়ে ফলোয়ার বাড়ানো লোক হলেন ইনি। ,Personal
শুনলাম তুমি নাকি প্রেম করো? তা ঘটনা কি সত্য? ,Neutral
বিশে^র নতুন পাঁচ স্বৈরতান্ত্রিক দেশের তালিকায় বাংলাদেশ। ,Geopolitical
"ভাস্কর্য নিয়ে কথা বলায় মামুনুল হক গ্রেফতার , চরমোনাই পীরের ফাঁসি এটা কিভাবে সম্ভব? ",Personal
"যখন আমারে কেউ জিগ্যেস করে সারাদিন বাড়িতে বসে কি করিস? আমি, বাল ছিড়ি। ",Personal
পুটকি দেখাস? পারলে তুইও দেখা। ,Personal
৩৬ থেকে ৪৪ সাইজের মাল সবই আছে এখানে। ,Personal
"শরীরে হাড্ডি থাকলে মাংস একদিন হবেই, এই কথার উপর ভিত্তি করে বেঁচে আছে হাজারো চিকন মেয়ে। ",Neutral
"ভারত বিরোধী আন্দোলনের স্বাধীন বাংলার প্রথম শহীদ, শহীদ আবরার ফাহাদ। ",Geopolitical
বড়ই অপমানিত হলাম। এমন অপমান আর সহ্য হয় না। ,Personal
যখন আপনি দিনে ৬ বার হাত মারেন আর ৭ বার মারার ক্ষমতা আপনার নুনুর নাই। ,Neutral
"পৃথিবীতে তিন ধরনের মানুষের সাথে তর্ক করতে নাই, মেয়ে মানুষ, মেয়ে মানুষ আর মেয়ে মানুষ। ",Neutral
খানকির পোলা তোরে আমি খুইজা বেড়াইতাছি।,Personal
"সুশান্তকে জীবন দিলেন আরেক সুশান্ত। ২ বছর আগেই নেশা ছেড়েছিলেন, চাঞ্চল্যকর তথ্য। ",Personal
"ভাই নামাস না কিন্তু, এ শালা পাশের পাড়ার কালুয়া হেব্বি খচ্চর মাল। ",Personal
"তারপর যখন মমতাদি বলে যে, যে কয়টা লাড্ডু খেয়েছে, তাতেই বোধহয় অসুখ হবে, আর খেয়ো না। কেমন?",Neutral
"ধারণা করা হচ্ছে সুড়ঙ্গটি পাচার, অপহরণের কাজে ব্যবহার করা হতো। ",Geopolitical
"এই কথা শুনে বন্ধু, তুই তো বেডা চেলচেলাইয়া বেহেশতে যাবি। ",Neutral
"তোমার মা ই ভালো। আমার মা, আমারে থুইয়া টিভি সিরিয়াল দেখতাছে। ",Neutral
"বন্ধুরা, অসম্ভব কে সম্ভব করাই আামদের কাজ । ",Neutral
"মানচিত্র বদলাব না, ভারতকে সাফ জানিয়ে দিল নেপাল। ",Geopolitical
কী লাভ এই ব্যাকরণ বই রেখে? যদি তোমার মনের ভাবই বুঝতে না পারি। ,Neutral
প্রোফাইল লক করা ছেলেগুলা বাস্তব অবস্থা এমনই হয়। ,Neutral
"বিয়ের দুই মাসেই মা হতে চলছেন নেহা কক্কর,আসলে খেলা আগেই হয়ে গেছে টেলিকাস্ট পরে দেখানো হচ্ছে। ",Personal
ভয়ে পিছু হটছে ভারত। ভারতের গোয়া মারা সারা। ,Personal
দুধ বড় হচ্ছে না? আমার সাথে যোগাযোগ করুন।,Personal
মুতে এসে শান্তিতে শরির গরম করে ঘুমাতে থাকা আমি। ,Personal
"হ্যাঁ ভাই আমার ১০ টা বাচ্চা হইছে, কারন আমি বন্ধুর ট্যাগ লিস্টের ২য় জন ছিলাম। ",Neutral
ফাটবে ফুটবে বাড়িওয়ালা বুঝবে। ,Neutral
"ফোনে আমার ঘুমন্তু ছবি দেখলাম, কিন্তু আমি তো রুমে একা থাকি। ",Neutral
"আমার জন্য চা বানাতে যাচ্ছি শুনলেই বাসার সবাই, আমারেও একটু দিস। ",Neutral
যদি তুমি মা কে জেলে রেখে লন্ডনে লুকিয়ে থাকো তবে তুমি তারেক।,Geopolitical
মা ভাল হলে ছেলে খারাপ হবে কেন? দুটোই বদমাশ। ,Personal
"খাওয়া দাওয়া চলাকালীন বৃহদান্ত্র বলে, চলো আমরা পায়খানা বানাই। ",Neutral
"১৬১০৮ টা মাল খেলার ফল, এ আবার কেমন? ",Personal
আমরা শ্রেষ্ঠ জাতি আমরা এই হারাম জিনিস গ্রহন করি না। ,Religious
"নাহ একদমই না, রাত্রে তোগো কিসের খেলা যা বাসায় গিয়ে পড়তে বয় সকালে খেলিস। ",Neutral
বিয়ে তো তাকেই করা যায় যে রাতের ৩ টা বাজে ও আইসক্রিম খাওয়াতে রাজি থাকবে। ,Neutral
"মায়ের কাছে টাকা জমা রাখার পর সেই টাকার গান, আমায় ডেকো না ফেরানো যাবে না। ",Neutral
মাস্ক না পরে ঘুরে বোড়ানো লোকজন চিন্তা করছে করোনা শেষ হচ্ছে না কেন। ,Neutral
"জয় বাংলা না বললে দেশে থাকতে দেয়া হবে না। জনগনের জিজ্ঞাসা, দেশটা কি তোর বাপের? ",Geopolitical
এতক্ষণ সুন্দুরমতো শর্টফিল্ম দেখার পর যখন আপনি জানতে পারেন চাচাতো ভাই মারা গেছে।,Neutral
পুলিশ পিছু নেয়ার কয়েক ঘন্টা পর পানের বরজ থেকে বিএনপিনেতার লাশ উদ্ধার । ,Personal
"পৃথিবীর সবথেকে ভয়ংকর বোমা, যা ধ্বংস করে দিতে পারে এই সুন্দর বিশ^কে। ",Geopolitical
পকেট থেকে জীবনে ১০ টাকা বের না করা বন্ধুটি যখন গফ নিয়ে রেস্টুরেন্টে যায়। তুই তাহলে ফকির না? ,Personal
"নারায়নগঞ্জের সাত খুন, বাংলাদেশের ইতিহাসে জঘন্যতম ঘটনা।",Political
হোমো না হয়েও বন্ধুকে বিয়ে করতে হচ্ছে কারন তার চ্যাট লিস্টের ২য় ব্যাক্তি আমি । ,Personal
৭৫ হামলার আসামী কে এই গডফাদার কালা মন্দির? ,Personal
তোমাকে ছাড়া আমি বাচব না। তখন অক্সিজেনের অবস্থা। ,Neutral
"আমার দেশটা মরেই গেল, দেশটাকে রক্ষা করার কেউ নেই। ",Personal
"বান্ধুবীর সামনে পার্ট নিতে গিয়ে যখন বলি ফুচকা খাওয়াবো আর বান্ধুবী রাজি হইয়াও যায়, তখন আমার ভিতর আর বাহির। ",Neutral
"লন্ডন বানাতে গিয়ে, বানিয়ে দিল ভেনিস। রাস্তা দিয়ে হাঁটতে গেলেই ডুবে যাচ্ছে পেনিস। ",Geopolitical
"দিন দিন কালো হচ্ছি পরিস্থিতি খারাপ হচ্ছে সমস্য বাড়ছে, আয়ু কমছে। হ্যা এট্ইা আমি। ",Neutral
বয় ফ্রেন্ড নিয়ে রাস্তায় দুই মেয়ের তুমুল মারামারি। ,Personal
তোর খবর আছে।  তোরে আমি বাচতে দিমু না কুত্তার বাচ্চা। ,Personal
"দুই নায়িকার এক নায়ক, ছবি শেষে একজন গুলি খেয়ে মরে যাওয়া। ",Personal
"অবাধ্য যার স্ত্রী জীবন তার দুর্বিষহ, তার জীবন এর কোন মূল্য নাই। ",Personal
"আচ্ছা তোমার ফ্রিজে কি পলিথিন ছাড়া মাংস রাখা যাবে? কতবার বলছি, পলিথিন না আনলে মাংস রাখতে পারবা না। ",Neutral
ক্লাস ক্যাপ্টেনকে না বলে বাইরে থেকে ঘুরে আসার পর যখন স্যার ক্লাস এ আসে এবং ক্যাপ্টেন যখন বাকিদের বাদে শুধু আমার নামে বিচার দেয়। ,Neutral
তুই কীসের জ়াঙ্গিয়া পড়িশ?  রূপার।  তাহলে রূপা কী পড়ে? হারামজাদা রূপা কোম্পানির নাম। ,Neutral
সালামির টাকা না দেওয়ায় ইয়াছিনের বিচি কেটে বিক্রি করে দিলো প্রেমিকা মীম। ,Personal
"দেখ পুচকির কারবার, কি করলাম এই জীবনে? ",Personal
বিনা চিকিৎসায় জনগনকে মৃত্যুর দিকে ঠেলে দিয়ে নেতারা দেশ ছেড়ে বিদেশে চিকিৎসার জন্য পালাচ্ছে।,Geopolitical
তোদের জ¦লবে আমার তাতেই চলবে। কি বুজলি? ,Personal
ছোটবেলায় গানগুলো যেভাবে শুনতাম। ,Neutral
বাসায় গিয়ে যখন ক্যাপটেন এর মা তার ছেলের অবস্থা দেখে। ,Neutral
"তেহারিতে গোÑমাংস, চারুকলার ক্যান্টিন মালিককে মারধর। ",Religious
আহলে কিতাব এবং কুখ্যাত নুরু রাজাকার পরিবারের পক্ষ থেকে দেশবাসীকে ঈদের শুভেচ্ছা। ,Personal
বিএনপিকে আইনগতভাবে নিষিদ্ধ করা হোক: নাছির।,Geopolitical
"করোনা রোগীর আর্তনাদ , এই শ^াসকষ্ট পানিতে ডুবে যাওয়ার মতোই। ",Personal
আর কি নেয়া যায়? আর কি দেয়া যায়?,Neutral
যেভাবে খুন করা হলো আবরার ফাহাদ কে। ,Personal
"কোনো কাজে না পারলে এলাকার দাদু সমাজ:, এই শালা! বউ পালবি কেমনে?",Neutral
"কিয়ামতের দিন আমরা কাদবো নিজের জন্য, আর হযরত মুহাম্মদ (সঃ) কাদবেন তার উম্মতের জন্য। ",Neutral
ইসলাম বিদ্বেষী সাহিত্যের অগ্রদূত রবীন্দ্রনাথ। ,Religious
"কে দোষী, বেড়িয়ে এলো থলের বিড়াল। ",Personal
আমি যখন ক্লাসের মধ্যে গালাগালি দিতে থাকি আর স্যার এসে আমার পিছনে দাড়ায়। ,Personal
"বন্ধু যাতে পর্ণ না দেখে সে জন্য আমাকে দায়িত্ব দিয়েছে তার গার্লফ্রেন্ড, আর তাকে পর্ণ দেখিয়ে মিটি মিটি তাকাচ্ছি। ",Personal
হেতেরে কেউ পানিতে চুবাস না কেরে?,Neutral
নাস্তিক্যবাদি প্রথম আলোর নাস্তিক্যবাদি কার্টুন।,Religious
মন্ত্রীর সাথে পাপিয়ার অন্তরঙ্গ ভিডিও ফাঁস করল প্রধানন্ত্রী দেখে অবাক। ,Political
কখনো কখনো অন্যকে বাঁচাতে নিজেকে পিছিয়ে নিতে হয়। ,Neutral
স্যার! সেক্স কি ? বাজে ছেলে তোমার সাহস তো কম না। ,Neutral
"কাশ্মীর ধাক্কা পাকিস্তানের,  পালটা হামলার চেষ্টা পাকিস্তানের। ",Geopolitical
"আমি শুধু কইছি মহাউম্মাদের চেহারা বড়ই সৌন্দর্য, তোর কত্ত বড় সাহস তুই মহাউম্মাদের দিকে নজর দেস। ",Religious
"তেমন কিছু না, স্কুল আরো কিছুদিন বন্ধ থাকবে। ",Neutral
"নোরা ফাতেহির নিতম্বে হাত, ভাইরাল ভিডিও নিয়ে মূখ খুললেন তিনি। যার হোগা তার খবর নাই, জনগনের ঘুম নাই। ",Personal
"এই পৃথীবি তোমার আমার, বুড়ো লোক বলছে , আর আমরা গাঁড় মারাতে আসছি। ",Personal
"বই খাতা সব বিক্রি করে ১২০ টাকা পাইছি। যখন মনে পড়ে, বইয়ের পাতার মধ্যে ১০০০ হাজার টাকার পাঁচটি নোট ছিল। ",Neutral
"বাবু এখন এখন বাই, বড় আপু চিল্লাইতাছে। তোমার দুলাভাইকে বলো আস্তে দিতে। ",Neutral
যুদ্ধাপরাধের বিচারের দাবীতে গণআন্দোলন। ,Political
"বন্ধু যখন হঠাৎ করে বিচিতে টোকা মেরে দেয় তখন আমি বলি, ছুড়ি দিয়া তোর ভুরি ফালাইয়া দিমু।",Personal
হাতের ফিমার ভেংগে চুরমার এই দিয়া হ্যান্ডেল মারব কেমনে? ,Personal
"এখন আমরা বিদেশেও রপ্তানি করতে পারি বলতে থাকা প্রধানমন্ত্রী, এদিকে না খেতে পেয়ে ডাস্টবিনে খাদ্য খাওয়ারত ক্ষুধার্ত মানুষ। ",Geopolitical
"ক্ষুধার্ত হাওরবাসীর কান্না ভাত দে হারামজাদা,নইলে মূর্তি খাবো। ",Personal
ছোটবেলাটা আজ যেন উকি মেরে বলে কিরে বড়ো হতে চেয়েছিলি না এখন কেমন লাগছে? ,Neutral
"ডিয়ার বেষ্টফ্রেন্ড! তোকে কথায় কথায় কুত্তা ডাকি বলে মন খারাপ করিস না। কুত্তা সবচেয়ে বিশ^স্ত প্রাণী, আমার কাছে তyইও তেমন বিশ^স্ত। ",Neutral
বলোত উত্তর কি হবে? মেয়েরা ছেলেদের কি চুষে চুষে খায়? উত্তর টা যানার পর হাঁসি থামবে না। ,Personal
ভারতের এই গোপন শক্তির ভয়ে কাঁপছে চীন। কারোর কাছে নেই এর বিকল্প। ,Geopolitical
বউয়ের সাথে রোমান্টিক হওয়া বিদ্যমান। ,Neutral
"মেনশন করুন আপানর সেই বান্ধবীকে, যাকে দিয়ে আপনার বিয়েতে আদা রসুন বাটাতে চান। ",Neutral
পাত্রীকে দেখে কোমায় চলে যাওয়া আমি।,Neutral
ফেলানী হত্যার কাঙ্খিত বিচার পায়নি বাংলাদেশ। ,Geopolitical
বিল গেস্ট ১৯৯০ সালে একটি কোম্পানির কাছ থেকে ১ লক্ষ ডলার লোন চান। তাকে দেওয়া হয় না। পরে ২০০০ সালে তিনি ঐ কোম্পানিটি কে কিনে নেন। ,Neutral
বাংলাদেশকে কাদের হাতে তুলে দেওয়া হচ্ছে?,Geopolitical
"১০ বছরেও বিচার হয়নি ফেলানি হত্যার, এর শেষ কোথায়? বিচারহীনতায় বাংলাদেশ। ",Geopolitical
সাড়াশি অভিযানে পুলিশের জঙ্গি ও সন্ত্রাসীর তালিকায় এই সোনার ছেলেরা আছে কি? ,Geopolitical
"হ্যাঁ, এইযে তুই, তুই শালা বিশাল হারামি। ",Personal
"স্বামী কালো বলে পুড়িয়ে মারলেন স্ত্রী, এটা দেখে এই কালো মানুষটি টেনশনে পরে গেলেন। ",Personal
"সবার মতামতের গুরুত্ব দেয়া উচিৎ, এ কথায় শালায় একমত না তাই মার শালারে। ",Personal
"বেশ্যা যদি নষ্ট হয়, পুরুষ কেন তাঁর কাছে যায়?  পুরুষের যদি খিতে না পেতো, নারী কিভাবে বেশ্যা হত?",Personal
"হাজারীবাগে যৌতুকের দাবিতে স্ত্রীকে পিটিয়ে হত্য, স্বামী গ্রেফতার। ",Personal
"নরেন্দ্রমোদির দুই গালে, জুতা মার তালে তালে। ",Political
যদি ভারত সরকার একবার বলে তো আমরা এক্ষুনি পুরো ঢুকিয়ে দেবো। ,Geopolitical
ইন্সটাগ্রামে ৫০০ ফলোয়ার হওয়ার পর মেয়েরা। ,Neutral
"আজাইরা একটা যুক্তি দিয়ে যখন দেখি আব্বুর মন টলিয়ে ফেলছি, তখন নিজেকে গোপাল ভার ভাবা আমি। ",Neutral
মুক্তিযোদ্ধা মঞ্চকে ধোলাই দিলো হুজুর বাহিনী। ,Political
"সাঈদীর রায়ের পর যত মানুষ শহীদ হয়েছেন, তত জন মানুষ তোমার বাবার জানাযায়ও হয় নি।",Geopolitical
ধোঁকাবাজ আওয়ামীলীগ পাল্টে যায় কিন্তু ইতিহাস রয়ে যায়। ,Geopolitical
"মা, তোমার ঋণ কখনো শোধ হবে না। ",Neutral
"পৃথিবীর সবচেয়ে সুখী মানুষ হচ্ছে পাগল। নিজেও ঠকে না, কাউকে ঠকায়ও না। ",Neutral
ফ্রান্স বিরোধী আন্দোলনে ভারত ফ্রান্সকে সাপোর্ট করায় ভারতকে খুশি করতেছে ফ্রান্স। ,Geopolitical
কথায় কথায় ছেলেদের ব্লক মারার ফল। ,Neutral
ভারত-পাকিস্তান যুদ্ধ হলে কোন দেশ কার পক্ষ নিবে? ,Geopolitical
ধর্ষক দিহানের ফাঁসি হবে? এটাও তো সন্দেহের বিষয়।,Personal
আমার জীবনে আসতে থাকা বাধা-বিপত্তি। আরে প্যারা নাই চিল। ,Personal
"জানেন ভাবি আমার ছেলেটা এতো লাজুক, লজ্জায় কারো সাথে কথাই বলে না, বেয়াদিব করা তো দুরের কথা , ভাবির ছেলের প্রকৃত অবস্থা। ",Neutral
লাগানোর পূর্বে ঝাকিয়ে নিন। এরপর আচ্ছা মত লাগিয়ে দাও। ,Personal
স্ত্রীর সাথে সম্মতি ছাড়া যৌন সম্পর্ককে ধর্ষণ হিসেবে গন্য করায় স্ত্রীরা যে কোনো সময় স্বামীদের নামে মামলা করে দিবে। ,Personal
"মধুমাস শুরু হয়েছে, ওষুধ দিয়ে ফল পাকিয়ে অনেক আগেই আমরা মধুমাস শুরু করেছি। ",Neutral
মতিঝিল মডেল হাই স্কুলে হিজাব পড়লে টিসি! কোথায় যাচ্ছে প্রিয় মাতৃভুমি? ,Religious
"গ্রুপ কি? ফেইসবুক টাইমপাস। শয়তানের বাইচ্চা, ব্লাড গ্রুপ জিগাইছি। ",Personal
"ভার্সিটির ছেলেরা যাদের নিয়ে স্বপ্ন দেখে, আসলে তাদের জন্য যারা অপেক্ষা করছে। ",Neutral
পর্ণ দেখার সময় যখন চাটাচাটির সিন চলে তখন আমি। ,Personal
যন্ত্রপতি রেডী কর। আমি তোর যন্ত্রপাতি দেখতে চাই তারা তারি রেডি কর। ,Personal
বরিশালে ৩৫ জন ছেলে মাঝরাতে আমাকে অ্যাটাক করলো। ,Personal
ভাই আমার বিয়ে করার সাধ মিটে গেছে। ,Neutral
একটি গুদ ভাড়া দেওয়া হবে। কেউ একটি গুদ ভাড়া নিবেন? ,Personal
মহেশপুর থানায় ১১ মাসের শিশুর হাজতবাস নিয়ে সমালোচনার ঝড়।,Personal
আপনি কেডা আফা? আপনারে তো চেনা চেনা মনে হয়। ,Neutral
"দুঃখ একটাই, সোনা তো দূরের কথা কেউ টিনভাঙ্গা বলেও ডাকে না। ",Neutral
"নাড়ীবাদীরা যখন জানতে পারে, মোবাইলে ভাইব্রেশন আছে কিন্তু বোনব্রেশন নেই। ",Neutral
"প্রথম কোন ওয়াজ, সাহস থাকলে শুনো, ওলট পালট হয়ে যাবে। ",Personal
"খুলনা মহানগরীতে চলতি মাসে একাধিক চুরি, ছিনতাই, ডাকাতি ও সন্ত্রাসের ঘঁনা ঘটলেও আইন-শৃঙ্খলা রক্ষাকারী বাহিনী অপরাধীদের শনাক্ত করতে পারেনি। ",Personal
"যখন রুপাকে গিয়ে পুনরায় বিয়ের প্রস্তাব দিলাম, তখন রুপা, কুত্তার বাচ্চা, আমার হিমুরে ত্ইু কি করছোস? ",Personal
"কুকুর - বেড়ালরা কেমন নিশ্চিন্তে সংসার করে, ওদেরও বিয়ে দিয়ে দাও, দেখবে ঝগড়া করে কি না?",Neutral
"মিথ্যার রানী। আমি নিজের জন্য মাত্র ৫ ঘন্টা নেই ঘুমানোর জন্য এছাড়া প্রতিটি মুহুর্ত আমি কাজ করি দেশের মানুষের জন্য, দেশের উন্নয়নের জন্য। ",Political
এই শুয়ারের বাচ্চার কপালে জুতা মারি। ,Personal
আনুশকা দিহানের ম্যাসেঞ্জার চ্যাটিং। বেচে যেতে পারে দিহান। ,Personal
তরে মাইরা আমি ঘুমামু।  তোরে না মাইরা আমি ঘুমামু না। ,Personal
ইসলাম ধর্ম যেমন একটা ভন্ডামী তেমনি বঙ্গ ভবনে আরবী সুরা লিখে রাখাটাও একটা ভন্ডামী- মুনতাছের মামুন।,Religious
এইচএসসি পরীক্ষায় সবাই পাস করায় কাউকে কিছু বলতে না পারা পাশের বাসার আন্টি। ,Neutral
"সব মিমারদের চরিত্র খারাপ, তাতে আমার বাল ছিড়া গেছে। ",Personal
ঢেলে দেই বিরিয়ানী হাউস। চিল্লাইয়া কি ভার্সিটিতে চান্স পাওন যাইবো? ,Neutral
ভারতের দখলে চলে যাচ্ছে তিস্তা নদী। ,Geopolitical
পরীক্ষার হলে যখন তোমার বাবু তোমার পিছন সিটে বসে। ,Neutral
"মা আপনার মেয়ের মধ্যে অনেক দোষ, জানি বাবা, এই জন্যই তো কোনো ভালো ছেলের সাথে বিয়ে দিতে পারি নাই। ",Neutral
তেমন কিছু না এক সপ্তাহ পর জানতে পারলাম ঐ মেয়ে নাকি বিবাহিত আর তার নাকি একটা সন্তানও আছে। ,Neutral
"বোরকা পরা নারীদের দেখে বুঝা যায় না, তারা মানুষ, ভূত না জানোয়ার বলেছেন লিটন।",Religious
এডমিন যখন কোনো পোস্ট ডিলেট করে তোকে আমি শূলে চড়াবো। ,Personal
অনাকঙ্খিত ভাবে কোনো মেয়ের সাথে গায়ে ধাক্কা লেগে যাওয়ার পর। ,Personal
আওয়ামী কোথায় নেমেছে দেখেছেন? শেষ পর্যন্ত হিজড়াদের অসহায়ত্বের সুযোগ নিয়ে তাদের ব্যবহার করছে। ছি! ,Geopolitical
নারীবাদীরা যখন জানতে পারে তাদের জন্মের পেছনে পুরুষেরও ভুমিকা আছে ।  ,Neutral
"তোর কপালে জুতার বারি, হারামি। এই নে তোর কপালে জুতা মারলাম । ",Personal
৭০ দশকের এই প্যান্ট গুলা  এখন মেয়েরা প্লাজো বলে চালিয়ে দিচ্ছে। ,Neutral
"যখন ফুফাতো ভাই বলে, ভালবাসার আরেক নাম মামাতো-বোন।  ",Neutral
ঘঁটনার দিনের বর্ণনা দিলো তিন আসামি। ,Personal
সাংবাদিক ফরিদুল মোস্তফার ওপর ওসি প্রদীপের পৈশাচিকতা। ,Personal
তোমার এই লড়ালড়ির স্বভাবটা আর গেল না।,Personal
আমার বেস্টুর যেনো ২০ টা বাচ্চা হয়। ,Neutral
"তোর কপালে খারাপী আছে, শালা।  তোর অবস্থা আমি খারাপ করে দিব কুত্তার বাচ্চা। ",Personal
একটা হুদার অভাবে হেরে যাচ্ছি। হুদার মতো একজন নির্বাচন কমিশনার থাকলে জিতে যেতাম। ,Geopolitical
ভবিষ্যৎ প্রজন্মকে ধর্মহীন করার য়ড়যন্ত্র করছে সরকার। ,Religious
আনুশকার সামনে ও পেছনে প্লাস্টিকের লিঙ্গ প্রবেশ করানো হয়। ,Personal
"হঠাৎ যখন মনে পড়লো, আরে  আমি তো সরকারী চাকরী করি। কোনো প্যারা নাই, জাস্ট চিল।",Neutral
দীর্ঘদিন পরে বন্ধুর সাথে কথা বলার সময়। ,Neutral
"বিশ্বাস রাখো আমার উপর। না,  এই বিশ্বাসের জন্যই দেশের জনসংখ্যা আজ ১৮ কোটি। ",Neutral
স্বৈরাচারের পতনে জোনায়েদ সাকির হুঙ্কার। ,Political
মরিচ এর সাইজ ছোট হলেও ঝাল কিন্তু বেশি। ,Neutral
মারব এখানে লাশ পড়বে শ্মশানে। ,Neutral
"নিজের ভয়েস রেকর্ড শুনলাম, যাদের সথে কথা বলি তারা আমাকে মাফ করে দিও। ",Neutral
সব দোষ এই কালারের জামার তা আবারো প্রমানিত হলো। ,Neutral
"বড়ভাইকে আমার করুণ অবস্থাটা জানানোর পর, অলরেডি আরো ১০ বছর আগেই একবার এসএসসি ফেল করে ফেলা বড়ভাই। ",Neutral
কি করবি? তারাতারি বলে ফেল। ,Neutral
দেখুন ধর্মজ্ঞানের হিন হিন্দুদের ব্রেন ওয়াস করে ভুল বুঝিয়ে কিভাবে মুসলিম বানানোর ধান্দা করছে মোল্লারা। ,Religious
